GO-ID	Term	Category	FDR	P-Value	#Test	#Ref	#notAnnotTest	#notAnnotRef	Over/Under	TestSeqs	RefSeqs
GO:0015923	mannosidase activity	F	9.579128E-4	1.436999E-6	7	30	621	39826	OVER	mz.mrna.s240.2.1, mz.mrna.s24.176.1, mz.mrna.s240.2.7, mz.mrna.s240.2.3, mz.mrna.s240.2.2, mz.mrna.s240.2.5, mz.mrna.s240.2.4	mz.mrna.s0.222.1, mz.mrna.s31.20.1, mz.mrna.s0.222.3, mz.mrna.s0.222.2, mz.mrna.s0.222.5, mz.mrna.s0.222.4, mz.mrna.s31.20.2, mz.mrna.s31.20.3, mz.mrna.s89.33.1, mz.mrna.s89.34.1, mz.mrna.s204.9.1, mz.mrna.s204.7.3, mz.mrna.s204.7.4, mz.mrna.s204.7.1, mz.mrna.s204.7.2, mz.mrna.s204.8.1, mz.mrna.s0.333.1, mz.mrna.s240.2.6, mz.mrna.s32.53.1, mz.mrna.s3.71.1, mz.mrna.s1.245.1, mz.mrna.s32.53.2, mz.mrna.s3.72.1, mz.mrna.s23.124.1, mz.mrna.s77.35.1, mz.mrna.s285.14.1, mz.mrna.s285.14.2, mz.mrna.s83.29.1, mz.mrna.s285.14.3, mz.mrna.s18.119.1	
GO:0042559	pteridine-containing compound biosynthetic process	P	9.579128E-4	1.443546E-6	6	18	622	39838	OVER	mz.mrna.s45.16.2, mz.mrna.s242.5.2, mz.mrna.s45.16.1, mz.mrna.s242.5.1, mz.mrna.s227.2.1, mz.mrna.s227.2.2	mz.mrna.s62.12.2, mz.mrna.s62.12.1, mz.mrna.s62.12.3, mz.mrna.s77.51.1, mz.mrna.s76.32.1, mz.mrna.s77.500001.1, mz.mrna.s9.3250001.1, mz.mrna.s72.7.1, mz.mrna.s3.493.2, mz.mrna.s5.8.1, mz.mrna.s72.7.2, mz.mrna.s159.5.1, mz.mrna.s14.29.1, mz.mrna.s3.493.1, mz.mrna.s5.8.2, mz.mrna.s72.7.3, mz.mrna.s145.23.2, mz.mrna.s145.23.1	
GO:0005929	cilium	C	1.899862E-3	3.101621E-6	9	68	619	39788	OVER	mz.mrna.s1.13.1, mz.mrna.s1.13.13, mz.mrna.s1.13.3, mz.mrna.s1.13.4, mz.mrna.s1.13.6, mz.mrna.s1.13.17, mz.mrna.s1.13.8, mz.mrna.s1.13.9, mz.mrna.s1.13.18	mz.mrna.s691.2.1, mz.mrna.s3.404.2, mz.mrna.s3.404.1, mz.mrna.s33.2.1, mz.mrna.s2.65.2, mz.mrna.s46.51.3, mz.mrna.s2161.1.1, mz.mrna.s46.51.4, mz.mrna.s181.1.1, mz.mrna.s181.1.2, mz.mrna.s113.74.1, mz.mrna.s113.74.3, mz.mrna.s171.16.11, mz.mrna.s113.74.2, mz.mrna.s171.16.10, mz.mrna.s156.23.1, mz.mrna.s156.23.2, mz.mrna.s60.1.1, mz.mrna.s3.102.1, mz.mrna.s1923.1.1, mz.mrna.s10.330.1, mz.mrna.s128.42.3, mz.mrna.s171.16.6, mz.mrna.s171.16.7, mz.mrna.s10.250.1, mz.mrna.s171.16.4, mz.mrna.s1.376.1, mz.mrna.s171.16.5, mz.mrna.s4.268.1, mz.mrna.s171.16.2, mz.mrna.s171.16.3, mz.mrna.s0.35.1, mz.mrna.s171.16.1, mz.mrna.s100.60001.1, mz.mrna.s171.16.8, mz.mrna.s171.16.9, mz.mrna.s273.1.2, mz.mrna.s273.1.1, mz.mrna.s90.63.1, mz.mrna.s148.11.1, mz.mrna.s52.30.2, mz.mrna.s1.13.2, mz.mrna.s63.71.1, mz.mrna.s10.340.1, mz.mrna.s178.30.1, mz.mrna.s178.30.2, mz.mrna.s1.13.5, mz.mrna.s1.13.7, mz.mrna.s52.30.1, mz.mrna.s30.34.1, mz.mrna.s7.30.1, mz.mrna.s59.62.1, mz.mrna.s7.4.1, mz.mrna.s4.268.2, mz.mrna.s195.5.1, mz.mrna.s1.89.1, mz.mrna.s1.13.12, mz.mrna.s1.13.10, mz.mrna.s2.198.1, mz.mrna.s1.13.11, mz.mrna.s1.13.16, mz.mrna.s13.48.1, mz.mrna.s1.13.14, mz.mrna.s1.13.15, mz.mrna.s5.57.1, mz.mrna.s1.375.1, mz.mrna.s39.3.5, mz.mrna.s2.2.1	
GO:0070160	occluding junction	C	3.017746E-3	6.074902E-6	13	169	615	39687	OVER	mz.mrna.s12.94.22, mz.mrna.s12.94.10, mz.mrna.s12.94.21, mz.mrna.s12.94.8, mz.mrna.s12.94.9, mz.mrna.s12.94.15, mz.mrna.s12.94.16, mz.mrna.s12.94.4, mz.mrna.s168.410001.1, mz.mrna.s12.94.17, mz.mrna.s168.410002.1, mz.mrna.s71.36.1, mz.mrna.s17.131.1	mz.mrna.s31.109.2, mz.mrna.s31.109.1, mz.mrna.s22.1180001.1, mz.mrna.s189.32.1, mz.mrna.s0.351.4, mz.mrna.s0.351.3, mz.mrna.s0.351.6, mz.mrna.s0.351.5, mz.mrna.s0.351.8, mz.mrna.s0.351.7, mz.mrna.s88.12.1, mz.mrna.s0.351.9, mz.mrna.s0.351.2, mz.mrna.s0.351.1, mz.mrna.s238.120001.1, mz.mrna.s160.18.1, mz.mrna.s67.590002.1, mz.mrna.s158.70001.1, mz.mrna.s7.109.9, mz.mrna.s160.18.2, mz.mrna.s10.306.19, mz.mrna.s10.306.17, mz.mrna.s10.306.18, mz.mrna.s120.23.1, mz.mrna.s10.306.15, mz.mrna.s40.20.3, mz.mrna.s10.306.16, mz.mrna.s67.59.1, mz.mrna.s40.20.2, mz.mrna.s10.306.13, mz.mrna.s40.20.1, mz.mrna.s10.306.14, mz.mrna.s10.306.11, mz.mrna.s7.109.7, mz.mrna.s10.306.12, mz.mrna.s7.109.8, mz.mrna.s7.109.5, mz.mrna.s10.306.10, mz.mrna.s7.109.6, mz.mrna.s7.109.3, mz.mrna.s7.109.4, mz.mrna.s7.109.1, mz.mrna.s7.109.2, mz.mrna.s134.17.8, mz.mrna.s134.17.7, mz.mrna.s134.17.6, mz.mrna.s32.203.1, mz.mrna.s32.203.4, mz.mrna.s134.17.1, mz.mrna.s32.203.5, mz.mrna.s10.306.1, mz.mrna.s32.203.2, mz.mrna.s32.203.3, mz.mrna.s3.24.4, mz.mrna.s79.40.10, mz.mrna.s32.203.8, mz.mrna.s134.17.5, mz.mrna.s10.306.4, mz.mrna.s3.24.9, mz.mrna.s32.203.9, mz.mrna.s134.17.4, mz.mrna.s10.306.5, mz.mrna.s32.203.6, mz.mrna.s134.17.3, mz.mrna.s10.306.2, mz.mrna.s32.203.7, mz.mrna.s134.17.2, mz.mrna.s10.306.3, mz.mrna.s10.306.8, mz.mrna.s158.10.1, mz.mrna.s10.306.9, mz.mrna.s10.306.6, mz.mrna.s10.306.7, mz.mrna.s49.330001.1, mz.mrna.s22.151.1, mz.mrna.s14.66.1, mz.mrna.s10.306.22, mz.mrna.s10.306.23, mz.mrna.s22.1200001.1, mz.mrna.s10.306.20, mz.mrna.s24.10.1, mz.mrna.s10.306.21, mz.mrna.s158.70002.1, mz.mrna.s42.96.1, mz.mrna.s42.96.2, mz.mrna.s42.96.3, mz.mrna.s42.96.4, mz.mrna.s12.94.6, mz.mrna.s12.94.7, mz.mrna.s67.590001.1, mz.mrna.s172.3.1, mz.mrna.s12.94.5, mz.mrna.s12.94.2, mz.mrna.s124.61.1, mz.mrna.s12.94.3, mz.mrna.s173.44.1, mz.mrna.s12.94.1, mz.mrna.s22.125.1, mz.mrna.s103.32.1, mz.mrna.s124.61.2, mz.mrna.s158.9.1, mz.mrna.s12.94.11, mz.mrna.s12.94.12, mz.mrna.s12.94.13, mz.mrna.s3.135.1, mz.mrna.s12.94.14, mz.mrna.s12.94.19, mz.mrna.s12.94.18, mz.mrna.s7.118.1, mz.mrna.s158.11.1, mz.mrna.s32.203.12, mz.mrna.s32.203.11, mz.mrna.s32.203.10, mz.mrna.s32.203.14, mz.mrna.s32.203.13, mz.mrna.s156.27.1, mz.mrna.s12.94.20, mz.mrna.s258.6.1, mz.mrna.s172.2.1, mz.mrna.s230.9.1, mz.mrna.s50.36.1, mz.mrna.s22.124.1, mz.mrna.s0.2500001.1, mz.mrna.s22.1240002.1, mz.mrna.s61.93.1, mz.mrna.s52.880002.1, mz.mrna.s7.109.10, mz.mrna.s7.109.11, mz.mrna.s7.109.12, mz.mrna.s7.109.13, mz.mrna.s0.351.11, mz.mrna.s0.351.10, mz.mrna.s19.190001.1, mz.mrna.s0.351.13, mz.mrna.s0.351.12, mz.mrna.s0.351.15, mz.mrna.s158.8.1, mz.mrna.s0.351.14, mz.mrna.s172.10001.1, mz.mrna.s3.266.3, mz.mrna.s3.266.4, mz.mrna.s3.266.1, mz.mrna.s3.266.2, mz.mrna.s173.34.1, mz.mrna.s1.284.1, mz.mrna.s28.188.1, mz.mrna.s158.12.1, mz.mrna.s17.131.3, mz.mrna.s79.400001.1, mz.mrna.s17.131.4, mz.mrna.s17.131.2, mz.mrna.s17.131.7, mz.mrna.s17.131.8, mz.mrna.s17.131.5, mz.mrna.s17.131.6, mz.mrna.s182.15.1, mz.mrna.s275.9.1, mz.mrna.s226.30001.1, mz.mrna.s25.20.5, mz.mrna.s25.20.4, mz.mrna.s25.20.3, mz.mrna.s25.20.2, mz.mrna.s25.20.1, mz.mrna.s22.123.1, mz.mrna.s22.1240001.1, mz.mrna.s63.43.3, mz.mrna.s63.43.2, mz.mrna.s63.43.1, mz.mrna.s22.1190001.1	
GO:0005923	bicellular tight junction	C	3.017746E-3	6.074902E-6	13	169	615	39687	OVER	mz.mrna.s12.94.22, mz.mrna.s12.94.10, mz.mrna.s12.94.21, mz.mrna.s12.94.8, mz.mrna.s12.94.9, mz.mrna.s12.94.15, mz.mrna.s12.94.16, mz.mrna.s12.94.4, mz.mrna.s168.410001.1, mz.mrna.s12.94.17, mz.mrna.s168.410002.1, mz.mrna.s71.36.1, mz.mrna.s17.131.1	mz.mrna.s31.109.2, mz.mrna.s31.109.1, mz.mrna.s22.1180001.1, mz.mrna.s189.32.1, mz.mrna.s0.351.4, mz.mrna.s0.351.3, mz.mrna.s0.351.6, mz.mrna.s0.351.5, mz.mrna.s0.351.8, mz.mrna.s0.351.7, mz.mrna.s88.12.1, mz.mrna.s0.351.9, mz.mrna.s0.351.2, mz.mrna.s0.351.1, mz.mrna.s238.120001.1, mz.mrna.s160.18.1, mz.mrna.s67.590002.1, mz.mrna.s158.70001.1, mz.mrna.s7.109.9, mz.mrna.s160.18.2, mz.mrna.s10.306.19, mz.mrna.s10.306.17, mz.mrna.s10.306.18, mz.mrna.s120.23.1, mz.mrna.s10.306.15, mz.mrna.s40.20.3, mz.mrna.s10.306.16, mz.mrna.s67.59.1, mz.mrna.s40.20.2, mz.mrna.s10.306.13, mz.mrna.s40.20.1, mz.mrna.s10.306.14, mz.mrna.s10.306.11, mz.mrna.s7.109.7, mz.mrna.s10.306.12, mz.mrna.s7.109.8, mz.mrna.s7.109.5, mz.mrna.s10.306.10, mz.mrna.s7.109.6, mz.mrna.s7.109.3, mz.mrna.s7.109.4, mz.mrna.s7.109.1, mz.mrna.s7.109.2, mz.mrna.s134.17.8, mz.mrna.s134.17.7, mz.mrna.s134.17.6, mz.mrna.s32.203.1, mz.mrna.s32.203.4, mz.mrna.s134.17.1, mz.mrna.s32.203.5, mz.mrna.s10.306.1, mz.mrna.s32.203.2, mz.mrna.s32.203.3, mz.mrna.s3.24.4, mz.mrna.s79.40.10, mz.mrna.s32.203.8, mz.mrna.s134.17.5, mz.mrna.s10.306.4, mz.mrna.s3.24.9, mz.mrna.s32.203.9, mz.mrna.s134.17.4, mz.mrna.s10.306.5, mz.mrna.s32.203.6, mz.mrna.s134.17.3, mz.mrna.s10.306.2, mz.mrna.s32.203.7, mz.mrna.s134.17.2, mz.mrna.s10.306.3, mz.mrna.s10.306.8, mz.mrna.s158.10.1, mz.mrna.s10.306.9, mz.mrna.s10.306.6, mz.mrna.s10.306.7, mz.mrna.s49.330001.1, mz.mrna.s22.151.1, mz.mrna.s14.66.1, mz.mrna.s10.306.22, mz.mrna.s10.306.23, mz.mrna.s22.1200001.1, mz.mrna.s10.306.20, mz.mrna.s24.10.1, mz.mrna.s10.306.21, mz.mrna.s158.70002.1, mz.mrna.s42.96.1, mz.mrna.s42.96.2, mz.mrna.s42.96.3, mz.mrna.s42.96.4, mz.mrna.s12.94.6, mz.mrna.s12.94.7, mz.mrna.s67.590001.1, mz.mrna.s172.3.1, mz.mrna.s12.94.5, mz.mrna.s12.94.2, mz.mrna.s124.61.1, mz.mrna.s12.94.3, mz.mrna.s173.44.1, mz.mrna.s12.94.1, mz.mrna.s22.125.1, mz.mrna.s103.32.1, mz.mrna.s124.61.2, mz.mrna.s158.9.1, mz.mrna.s12.94.11, mz.mrna.s12.94.12, mz.mrna.s12.94.13, mz.mrna.s3.135.1, mz.mrna.s12.94.14, mz.mrna.s12.94.19, mz.mrna.s12.94.18, mz.mrna.s7.118.1, mz.mrna.s158.11.1, mz.mrna.s32.203.12, mz.mrna.s32.203.11, mz.mrna.s32.203.10, mz.mrna.s32.203.14, mz.mrna.s32.203.13, mz.mrna.s156.27.1, mz.mrna.s12.94.20, mz.mrna.s258.6.1, mz.mrna.s172.2.1, mz.mrna.s230.9.1, mz.mrna.s50.36.1, mz.mrna.s22.124.1, mz.mrna.s0.2500001.1, mz.mrna.s22.1240002.1, mz.mrna.s61.93.1, mz.mrna.s52.880002.1, mz.mrna.s7.109.10, mz.mrna.s7.109.11, mz.mrna.s7.109.12, mz.mrna.s7.109.13, mz.mrna.s0.351.11, mz.mrna.s0.351.10, mz.mrna.s19.190001.1, mz.mrna.s0.351.13, mz.mrna.s0.351.12, mz.mrna.s0.351.15, mz.mrna.s158.8.1, mz.mrna.s0.351.14, mz.mrna.s172.10001.1, mz.mrna.s3.266.3, mz.mrna.s3.266.4, mz.mrna.s3.266.1, mz.mrna.s3.266.2, mz.mrna.s173.34.1, mz.mrna.s1.284.1, mz.mrna.s28.188.1, mz.mrna.s158.12.1, mz.mrna.s17.131.3, mz.mrna.s79.400001.1, mz.mrna.s17.131.4, mz.mrna.s17.131.2, mz.mrna.s17.131.7, mz.mrna.s17.131.8, mz.mrna.s17.131.5, mz.mrna.s17.131.6, mz.mrna.s182.15.1, mz.mrna.s275.9.1, mz.mrna.s226.30001.1, mz.mrna.s25.20.5, mz.mrna.s25.20.4, mz.mrna.s25.20.3, mz.mrna.s25.20.2, mz.mrna.s25.20.1, mz.mrna.s22.123.1, mz.mrna.s22.1240001.1, mz.mrna.s63.43.3, mz.mrna.s63.43.2, mz.mrna.s63.43.1, mz.mrna.s22.1190001.1	
GO:0005638	lamin filament	C	3.017746E-3	6.79305E-6	4	5	624	39851	OVER	mz.mrna.s111.33.3, mz.mrna.s111.33.6, mz.mrna.s111.33.5, mz.mrna.s111.33.2	mz.mrna.s111.33.4, mz.mrna.s154.21.1, mz.mrna.s249.9.2, mz.mrna.s111.33.1, mz.mrna.s249.9.5	
GO:0005652	nuclear lamina	C	3.017746E-3	6.79305E-6	4	5	624	39851	OVER	mz.mrna.s111.33.3, mz.mrna.s111.33.6, mz.mrna.s111.33.5, mz.mrna.s111.33.2	mz.mrna.s111.33.4, mz.mrna.s154.21.1, mz.mrna.s249.9.2, mz.mrna.s111.33.1, mz.mrna.s249.9.5	
GO:0043296	apical junction complex	C	3.017746E-3	6.841507E-6	13	171	615	39685	OVER	mz.mrna.s12.94.22, mz.mrna.s12.94.10, mz.mrna.s12.94.21, mz.mrna.s12.94.8, mz.mrna.s12.94.9, mz.mrna.s12.94.15, mz.mrna.s12.94.16, mz.mrna.s12.94.4, mz.mrna.s168.410001.1, mz.mrna.s12.94.17, mz.mrna.s168.410002.1, mz.mrna.s71.36.1, mz.mrna.s17.131.1	mz.mrna.s31.109.2, mz.mrna.s31.109.1, mz.mrna.s22.1180001.1, mz.mrna.s189.32.1, mz.mrna.s0.351.4, mz.mrna.s0.351.3, mz.mrna.s0.351.6, mz.mrna.s0.351.5, mz.mrna.s0.351.8, mz.mrna.s0.351.7, mz.mrna.s88.12.1, mz.mrna.s0.351.9, mz.mrna.s0.351.2, mz.mrna.s0.351.1, mz.mrna.s238.120001.1, mz.mrna.s160.18.1, mz.mrna.s67.590002.1, mz.mrna.s158.70001.1, mz.mrna.s7.109.9, mz.mrna.s160.18.2, mz.mrna.s10.306.19, mz.mrna.s10.306.17, mz.mrna.s10.306.18, mz.mrna.s120.23.1, mz.mrna.s10.306.15, mz.mrna.s40.20.3, mz.mrna.s10.306.16, mz.mrna.s67.59.1, mz.mrna.s40.20.2, mz.mrna.s10.306.13, mz.mrna.s40.20.1, mz.mrna.s10.306.14, mz.mrna.s10.306.11, mz.mrna.s7.109.7, mz.mrna.s10.306.12, mz.mrna.s7.109.8, mz.mrna.s7.109.5, mz.mrna.s10.306.10, mz.mrna.s7.109.6, mz.mrna.s7.109.3, mz.mrna.s7.109.4, mz.mrna.s7.109.1, mz.mrna.s7.109.2, mz.mrna.s134.17.8, mz.mrna.s134.17.7, mz.mrna.s134.17.6, mz.mrna.s32.203.1, mz.mrna.s32.203.4, mz.mrna.s134.17.1, mz.mrna.s32.203.5, mz.mrna.s10.306.1, mz.mrna.s137.39.2, mz.mrna.s32.203.2, mz.mrna.s32.203.3, mz.mrna.s3.24.4, mz.mrna.s79.40.10, mz.mrna.s32.203.8, mz.mrna.s134.17.5, mz.mrna.s10.306.4, mz.mrna.s3.24.9, mz.mrna.s32.203.9, mz.mrna.s134.17.4, mz.mrna.s10.306.5, mz.mrna.s32.203.6, mz.mrna.s134.17.3, mz.mrna.s10.306.2, mz.mrna.s32.203.7, mz.mrna.s134.17.2, mz.mrna.s10.306.3, mz.mrna.s10.306.8, mz.mrna.s158.10.1, mz.mrna.s10.306.9, mz.mrna.s41.123.1, mz.mrna.s10.306.6, mz.mrna.s10.306.7, mz.mrna.s49.330001.1, mz.mrna.s22.151.1, mz.mrna.s14.66.1, mz.mrna.s10.306.22, mz.mrna.s10.306.23, mz.mrna.s22.1200001.1, mz.mrna.s10.306.20, mz.mrna.s24.10.1, mz.mrna.s10.306.21, mz.mrna.s158.70002.1, mz.mrna.s42.96.1, mz.mrna.s42.96.2, mz.mrna.s42.96.3, mz.mrna.s42.96.4, mz.mrna.s12.94.6, mz.mrna.s12.94.7, mz.mrna.s67.590001.1, mz.mrna.s172.3.1, mz.mrna.s12.94.5, mz.mrna.s12.94.2, mz.mrna.s124.61.1, mz.mrna.s12.94.3, mz.mrna.s173.44.1, mz.mrna.s12.94.1, mz.mrna.s22.125.1, mz.mrna.s103.32.1, mz.mrna.s124.61.2, mz.mrna.s158.9.1, mz.mrna.s12.94.11, mz.mrna.s12.94.12, mz.mrna.s12.94.13, mz.mrna.s3.135.1, mz.mrna.s12.94.14, mz.mrna.s12.94.19, mz.mrna.s12.94.18, mz.mrna.s7.118.1, mz.mrna.s158.11.1, mz.mrna.s32.203.12, mz.mrna.s32.203.11, mz.mrna.s32.203.10, mz.mrna.s32.203.14, mz.mrna.s32.203.13, mz.mrna.s156.27.1, mz.mrna.s12.94.20, mz.mrna.s258.6.1, mz.mrna.s172.2.1, mz.mrna.s230.9.1, mz.mrna.s50.36.1, mz.mrna.s22.124.1, mz.mrna.s0.2500001.1, mz.mrna.s22.1240002.1, mz.mrna.s61.93.1, mz.mrna.s52.880002.1, mz.mrna.s7.109.10, mz.mrna.s7.109.11, mz.mrna.s7.109.12, mz.mrna.s7.109.13, mz.mrna.s0.351.11, mz.mrna.s0.351.10, mz.mrna.s19.190001.1, mz.mrna.s0.351.13, mz.mrna.s0.351.12, mz.mrna.s0.351.15, mz.mrna.s158.8.1, mz.mrna.s0.351.14, mz.mrna.s172.10001.1, mz.mrna.s3.266.3, mz.mrna.s3.266.4, mz.mrna.s3.266.1, mz.mrna.s3.266.2, mz.mrna.s173.34.1, mz.mrna.s1.284.1, mz.mrna.s28.188.1, mz.mrna.s158.12.1, mz.mrna.s17.131.3, mz.mrna.s79.400001.1, mz.mrna.s17.131.4, mz.mrna.s17.131.2, mz.mrna.s17.131.7, mz.mrna.s17.131.8, mz.mrna.s17.131.5, mz.mrna.s17.131.6, mz.mrna.s182.15.1, mz.mrna.s275.9.1, mz.mrna.s226.30001.1, mz.mrna.s25.20.5, mz.mrna.s25.20.4, mz.mrna.s25.20.3, mz.mrna.s25.20.2, mz.mrna.s25.20.1, mz.mrna.s22.123.1, mz.mrna.s22.1240001.1, mz.mrna.s63.43.3, mz.mrna.s63.43.2, mz.mrna.s63.43.1, mz.mrna.s22.1190001.1	
GO:0006760	folic acid-containing compound metabolic process	P	3.017746E-3	7.200448E-6	6	25	622	39831	OVER	mz.mrna.s45.16.2, mz.mrna.s242.5.2, mz.mrna.s45.16.1, mz.mrna.s242.5.1, mz.mrna.s227.2.1, mz.mrna.s227.2.2	mz.mrna.s225.5.3, mz.mrna.s77.51.1, mz.mrna.s167.9.2, mz.mrna.s269.3.6, mz.mrna.s167.9.1, mz.mrna.s77.500001.1, mz.mrna.s9.3250001.1, mz.mrna.s72.7.1, mz.mrna.s3.493.2, mz.mrna.s72.7.2, mz.mrna.s159.5.1, mz.mrna.s14.29.1, mz.mrna.s3.493.1, mz.mrna.s72.7.3, mz.mrna.s145.23.2, mz.mrna.s145.23.1, mz.mrna.s15.160.6, mz.mrna.s15.160.4, mz.mrna.s12.12.1, mz.mrna.s12.12.2, mz.mrna.s12.12.3, mz.mrna.s179.12.1, mz.mrna.s5.8.1, mz.mrna.s5.8.2, mz.mrna.s63.20.1	
GO:0042995	cell projection	C	3.219816E-3	8.086942E-6	10	99	618	39757	OVER	mz.mrna.s1.13.1, mz.mrna.s1.13.13, mz.mrna.s1.13.3, mz.mrna.s1.13.4, mz.mrna.s1.13.6, mz.mrna.s1.13.17, mz.mrna.s1.13.8, mz.mrna.s1.13.9, mz.mrna.s1.13.18, mz.mrna.s3.227.1	mz.mrna.s117.16.1, mz.mrna.s3.404.2, mz.mrna.s3.404.1, mz.mrna.s5.309.1, mz.mrna.s181.1.1, mz.mrna.s181.1.2, mz.mrna.s113.74.1, mz.mrna.s113.74.3, mz.mrna.s171.16.11, mz.mrna.s113.74.2, mz.mrna.s171.16.10, mz.mrna.s60.1.1, mz.mrna.s3.102.1, mz.mrna.s10.330.1, mz.mrna.s54.14.4, mz.mrna.s10.250.1, mz.mrna.s1.376.1, mz.mrna.s236.19.1, mz.mrna.s148.11.1, mz.mrna.s63.71.1, mz.mrna.s10.340.1, mz.mrna.s178.30.1, mz.mrna.s178.30.2, mz.mrna.s137.39.2, mz.mrna.s3.24.4, mz.mrna.s3.24.9, mz.mrna.s7.4.1, mz.mrna.s195.5.1, mz.mrna.s2.116.3, mz.mrna.s2.116.2, mz.mrna.s1.13.12, mz.mrna.s1.13.10, mz.mrna.s1.13.11, mz.mrna.s1.13.16, mz.mrna.s1.13.14, mz.mrna.s1.13.15, mz.mrna.s2.116.1, mz.mrna.s5.57.1, mz.mrna.s39.3.5, mz.mrna.s70.4.3, mz.mrna.s100.70.1, mz.mrna.s691.2.1, mz.mrna.s33.2.1, mz.mrna.s2.65.2, mz.mrna.s46.51.3, mz.mrna.s2161.1.1, mz.mrna.s46.51.4, mz.mrna.s7.9.1, mz.mrna.s32.74.1, mz.mrna.s32.74.3, mz.mrna.s32.74.2, mz.mrna.s32.74.5, mz.mrna.s156.23.1, mz.mrna.s32.74.4, mz.mrna.s156.23.2, mz.mrna.s32.74.6, mz.mrna.s1923.1.1, mz.mrna.s128.42.3, mz.mrna.s171.16.6, mz.mrna.s171.16.7, mz.mrna.s171.16.4, mz.mrna.s171.16.5, mz.mrna.s4.268.1, mz.mrna.s171.16.2, mz.mrna.s171.16.3, mz.mrna.s0.35.1, mz.mrna.s171.16.1, mz.mrna.s72.72.1, mz.mrna.s100.60001.1, mz.mrna.s171.16.8, mz.mrna.s171.16.9, mz.mrna.s273.1.2, mz.mrna.s273.1.1, mz.mrna.s90.63.1, mz.mrna.s105.210001.1, mz.mrna.s52.30.2, mz.mrna.s1.13.2, mz.mrna.s1.13.5, mz.mrna.s1.13.7, mz.mrna.s52.30.1, mz.mrna.s276.7.1, mz.mrna.s30.34.1, mz.mrna.s3.468.1, mz.mrna.s2.66.1, mz.mrna.s3.468.2, mz.mrna.s7.30.1, mz.mrna.s59.62.1, mz.mrna.s4.268.2, mz.mrna.s1.89.1, mz.mrna.s103.41.1, mz.mrna.s2.198.1, mz.mrna.s13.48.1, mz.mrna.s1.375.1, mz.mrna.s9.285.1, mz.mrna.s66.6.1, mz.mrna.s66.6.2, mz.mrna.s105.21.1, mz.mrna.s2.2.1, mz.mrna.s86.24.12	
