GO-ID	Term	Category	FDR	P-Value	#Test	#Ref	#notAnnotTest	#notAnnotRef	Over/Under	TestSeqs	RefSeqs
GO:0044445	cytosolic part	C	6.466205E-3	8.932344E-6	4	93	50	40337	OVER	mz.mrna.s81.10.1, mz.mrna.s81.11.1, mz.mrna.s81.10.5, mz.mrna.s81.10.4	mz.mrna.s1.267.11, mz.mrna.s10.113.2, mz.mrna.s142.12.8, mz.mrna.s1.267.12, mz.mrna.s142.12.9, mz.mrna.s1.267.10, mz.mrna.s10.113.1, mz.mrna.s36.144.3, mz.mrna.s9.103.1, mz.mrna.s154.20.3, mz.mrna.s36.144.2, mz.mrna.s36.144.1, mz.mrna.s142.12.1, mz.mrna.s1.267.17, mz.mrna.s142.12.2, mz.mrna.s142.12.3, mz.mrna.s1.267.15, mz.mrna.s142.12.4, mz.mrna.s1.267.16, mz.mrna.s142.12.5, mz.mrna.s1.267.13, mz.mrna.s28.35.2, mz.mrna.s5.309.1, mz.mrna.s142.12.6, mz.mrna.s1.267.14, mz.mrna.s70.63.1, mz.mrna.s142.12.7, mz.mrna.s160.6.1, mz.mrna.s28.35.1, mz.mrna.s28.33.1, mz.mrna.s4.170.1, mz.mrna.s28.31.1, mz.mrna.s113.32.4, mz.mrna.s113.32.3, mz.mrna.s113.32.2, mz.mrna.s70.390001.1, mz.mrna.s257.5.1, mz.mrna.s257.5.2, mz.mrna.s257.5.3, mz.mrna.s25.122.1, mz.mrna.s1.267.7, mz.mrna.s1.267.6, mz.mrna.s41.46.1, mz.mrna.s307.17.1, mz.mrna.s1.267.9, mz.mrna.s24.64.1, mz.mrna.s1.267.8, mz.mrna.s113.32.9, mz.mrna.s113.32.8, mz.mrna.s81.10.3, mz.mrna.s15.129.1, mz.mrna.s113.32.7, mz.mrna.s28.29.1, mz.mrna.s81.10.2, mz.mrna.s113.32.6, mz.mrna.s17.94.3, mz.mrna.s13.6.1, mz.mrna.s17.94.2, mz.mrna.s192.1.1, mz.mrna.s28.280002.1, mz.mrna.s15.129.2, mz.mrna.s250.10001.2, mz.mrna.s24.64.2, mz.mrna.s24.64.3, mz.mrna.s217.11.1, mz.mrna.s28.211.3, mz.mrna.s102.29.2, mz.mrna.s144.10.1, mz.mrna.s28.211.1, mz.mrna.s28.36.1, mz.mrna.s44.59.1, mz.mrna.s28.34.1, mz.mrna.s28.34.2, mz.mrna.s28.32.1, mz.mrna.s28.30.1, mz.mrna.s9.151.1, mz.mrna.s1.267.1, mz.mrna.s9.151.2, mz.mrna.s1.267.3, mz.mrna.s1.267.2, mz.mrna.s1.267.5, mz.mrna.s1.267.4, mz.mrna.s180.2.2, mz.mrna.s57.19.1, mz.mrna.s4.116.2, mz.mrna.s19.176.1, mz.mrna.s19.176.3, mz.mrna.s19.176.2, mz.mrna.s42.39.2, mz.mrna.s42.39.3, mz.mrna.s18.33.1, mz.mrna.s42.39.1, mz.mrna.s18.33.2	
GO:0046654	tetrahydrofolate biosynthetic process	P	9.617352E-3	1.741797E-5	2	3	52	40427	OVER	mz.mrna.s242.5.2, mz.mrna.s242.5.1	mz.mrna.s72.7.1, mz.mrna.s72.7.2, mz.mrna.s72.7.3	
GO:0003933	GTP cyclohydrolase activity	F	9.617352E-3	1.741797E-5	2	3	52	40427	OVER	mz.mrna.s242.5.2, mz.mrna.s242.5.1	mz.mrna.s72.7.1, mz.mrna.s72.7.2, mz.mrna.s72.7.3	
GO:0003934	GTP cyclohydrolase I activity	F	9.617352E-3	1.741797E-5	2	3	52	40427	OVER	mz.mrna.s242.5.2, mz.mrna.s242.5.1	mz.mrna.s72.7.1, mz.mrna.s72.7.2, mz.mrna.s72.7.3	
GO:0042127	regulation of cell proliferation	P	9.617352E-3	1.811632E-5	4	112	50	40318	OVER	mz.mrna.s45.12.7, mz.mrna.s45.12.1, mz.mrna.s45.12.5, mz.mrna.s45.12.4	mz.mrna.s24.181.2, mz.mrna.s23.86.1, mz.mrna.s49.100.1, mz.mrna.s105.29.12, mz.mrna.s105.29.11, mz.mrna.s105.29.10, mz.mrna.s16.1100001.1, mz.mrna.s3.78.1, mz.mrna.s16.1100001.3, mz.mrna.s16.1100001.2, mz.mrna.s2.14.2, mz.mrna.s93.57.1, mz.mrna.s39.70.1, mz.mrna.s25.141.4, mz.mrna.s25.141.3, mz.mrna.s34.53.1, mz.mrna.s25.141.2, mz.mrna.s34.53.2, mz.mrna.s25.141.1, mz.mrna.s338.2.3, mz.mrna.s338.2.2, mz.mrna.s25.141.5, mz.mrna.s24.24.1, mz.mrna.s24.24.2, mz.mrna.s156.13.1, mz.mrna.s24.24.3, mz.mrna.s7.268.2, mz.mrna.s7.268.1, mz.mrna.s21.121.7, mz.mrna.s26.88.3, mz.mrna.s26.88.2, mz.mrna.s21.121.5, mz.mrna.s21.121.6, mz.mrna.s21.121.3, mz.mrna.s21.121.4, mz.mrna.s21.121.1, mz.mrna.s399.3.2, mz.mrna.s21.121.2, mz.mrna.s399.3.3, mz.mrna.s399.3.1, mz.mrna.s26.88.1, mz.mrna.s422.2.1, mz.mrna.s153.20.5, mz.mrna.s65.74.2, mz.mrna.s100.70001.1, mz.mrna.s45.12.6, mz.mrna.s106.32.1, mz.mrna.s5.88.7, mz.mrna.s24.44.2, mz.mrna.s24.44.1, mz.mrna.s106.32.3, mz.mrna.s45.12.3, mz.mrna.s45.12.2, mz.mrna.s128.6.3, mz.mrna.s105.29.9, mz.mrna.s105.29.7, mz.mrna.s105.29.8, mz.mrna.s105.29.5, mz.mrna.s105.29.6, mz.mrna.s360.5.1, mz.mrna.s105.29.3, mz.mrna.s105.29.4, mz.mrna.s45.112.1, mz.mrna.s62.40.2, mz.mrna.s9.309.5, mz.mrna.s105.29.1, mz.mrna.s105.29.2, mz.mrna.s2.35.8, mz.mrna.s9.309.3, mz.mrna.s9.309.4, mz.mrna.s9.309.1, mz.mrna.s9.309.2, mz.mrna.s3.432.1, mz.mrna.s94.110.1, mz.mrna.s3.432.2, mz.mrna.s3.432.3, mz.mrna.s153.20.1, mz.mrna.s45.21.1, mz.mrna.s23.53.1, mz.mrna.s3.354.1, mz.mrna.s3.432.4, mz.mrna.s16.194.1, mz.mrna.s197.36.1, mz.mrna.s19.102.1, mz.mrna.s63.280002.2, mz.mrna.s63.280002.1, mz.mrna.s130.12.1, mz.mrna.s16.85.1, mz.mrna.s16.85.2, mz.mrna.s24.204.1, mz.mrna.s180.27.6, mz.mrna.s180.27.7, mz.mrna.s31.24.5, mz.mrna.s31.24.2, mz.mrna.s99.45.1, mz.mrna.s180.27.1, mz.mrna.s180.27.2, mz.mrna.s28.146.3, mz.mrna.s180.27.3, mz.mrna.s180.27.4, mz.mrna.s28.146.1, mz.mrna.s180.27.5, mz.mrna.s28.146.2, mz.mrna.s76.13.2, mz.mrna.s14.198.1, mz.mrna.s14.198.2, mz.mrna.s47.66.3, mz.mrna.s47.66.2, mz.mrna.s47.66.1, mz.mrna.s14.198.3, mz.mrna.s14.198.4, mz.mrna.s24.181.1	
GO:0004714	transmembrane receptor protein tyrosine kinase activity	F	1.287308E-2	2.586579E-5	4	123	50	40307	OVER	mz.mrna.s45.12.7, mz.mrna.s45.12.1, mz.mrna.s45.12.5, mz.mrna.s45.12.4	mz.mrna.s357.4.1, mz.mrna.s49.75.2, mz.mrna.s49.75.1, mz.mrna.s49.75.4, mz.mrna.s49.75.3, mz.mrna.s297.11.1, mz.mrna.s18.122.1, mz.mrna.s18.122.4, mz.mrna.s39.70.1, mz.mrna.s19.22.2, mz.mrna.s24.81.4, mz.mrna.s198.26.3, mz.mrna.s24.81.3, mz.mrna.s198.26.2, mz.mrna.s24.81.6, mz.mrna.s24.81.5, mz.mrna.s198.26.4, mz.mrna.s24.81.2, mz.mrna.s7.154.1, mz.mrna.s198.26.1, mz.mrna.s19.22.1, mz.mrna.s24.81.1, mz.mrna.s168.14.1, mz.mrna.s6.303.1, mz.mrna.s9.23.1, mz.mrna.s127.7.1, mz.mrna.s63.46.1, mz.mrna.s18.115.1, mz.mrna.s2.225.1, mz.mrna.s21.68.1, mz.mrna.s24.81.7, mz.mrna.s6.61.1, mz.mrna.s78.18.1, mz.mrna.s78.18.2, mz.mrna.s84.43.1, mz.mrna.s49.74.1, mz.mrna.s173.13.1, mz.mrna.s49.74.2, mz.mrna.s6.153.1, mz.mrna.s82.30.1, mz.mrna.s82.30.2, mz.mrna.s13.126.1, mz.mrna.s2.234.1, mz.mrna.s32.117.1, mz.mrna.s82.30.3, mz.mrna.s32.117.2, mz.mrna.s45.73.1, mz.mrna.s14.196.3, mz.mrna.s14.196.1, mz.mrna.s14.196.2, mz.mrna.s45.12.6, mz.mrna.s4.75.1, mz.mrna.s318.2.1, mz.mrna.s45.12.3, mz.mrna.s9.24.1, mz.mrna.s45.12.2, mz.mrna.s181.14.1, mz.mrna.s181.14.2, mz.mrna.s79.47.1, mz.mrna.s62.40.1, mz.mrna.s49.73.1, mz.mrna.s62.40.2, mz.mrna.s116.3.1, mz.mrna.s116.3.2, mz.mrna.s116.3.3, mz.mrna.s198.28.1, mz.mrna.s45.109.1, mz.mrna.s48.116.7, mz.mrna.s0.271.1, mz.mrna.s48.116.6, mz.mrna.s48.116.5, mz.mrna.s48.116.4, mz.mrna.s0.271.2, mz.mrna.s48.116.3, mz.mrna.s48.116.2, mz.mrna.s48.116.1, mz.mrna.s41.118.1, mz.mrna.s41.118.2, mz.mrna.s3.328.1, mz.mrna.s109.16.2, mz.mrna.s109.16.1, mz.mrna.s114.16.4, mz.mrna.s114.16.3, mz.mrna.s45.13.3, mz.mrna.s42.91.1, mz.mrna.s114.16.2, mz.mrna.s45.13.2, mz.mrna.s42.91.2, mz.mrna.s114.16.1, mz.mrna.s45.13.1, mz.mrna.s42.91.3, mz.mrna.s97.4.1, mz.mrna.s97.4.2, mz.mrna.s97.4.3, mz.mrna.s49.72.1, mz.mrna.s30.76.3, mz.mrna.s30.76.2, mz.mrna.s30.76.1, mz.mrna.s97.4.4, mz.mrna.s60.17.1, mz.mrna.s168.14.3, mz.mrna.s43.99.2, mz.mrna.s13.124.1, mz.mrna.s168.14.2, mz.mrna.s43.99.1, mz.mrna.s245.4.1, mz.mrna.s2.232.1, mz.mrna.s39.71.1, mz.mrna.s42.94.1, mz.mrna.s198.27.1, mz.mrna.s94.69.1, mz.mrna.s142.24.1, mz.mrna.s142.24.2, mz.mrna.s142.24.3, mz.mrna.s315.12.1, mz.mrna.s15.54.1, mz.mrna.s57.70.1, mz.mrna.s15.54.2, mz.mrna.s6.60.1, mz.mrna.s24.27.1, mz.mrna.s40.6.1, mz.mrna.s40.6.3, mz.mrna.s40.6.2	
GO:0071363	cellular response to growth factor stimulus	P	1.331255E-2	3.009242E-5	4	128	50	40302	OVER	mz.mrna.s45.12.7, mz.mrna.s45.12.1, mz.mrna.s45.12.5, mz.mrna.s45.12.4	mz.mrna.s70.40.2, mz.mrna.s70.40.1, mz.mrna.s52.580001.1, mz.mrna.s121.23.1, mz.mrna.s33.57.1, mz.mrna.s19.71.1, mz.mrna.s49.75.2, mz.mrna.s49.75.4, mz.mrna.s32.137.1, mz.mrna.s14.1850001.1, mz.mrna.s41.124.1, mz.mrna.s2.14.2, mz.mrna.s1.285.1, mz.mrna.s47.3.1, mz.mrna.s345.9.1, mz.mrna.s32.110.2, mz.mrna.s32.110.1, mz.mrna.s9.171.2, mz.mrna.s62.300001.1, mz.mrna.s72.66.1, mz.mrna.s23.146.1, mz.mrna.s39.70.1, mz.mrna.s9.171.1, mz.mrna.s104.34.1, mz.mrna.s104.34.2, mz.mrna.s21.154.6, mz.mrna.s26.130.1, mz.mrna.s82.5.1, mz.mrna.s26.130.2, mz.mrna.s22.90.1, mz.mrna.s55.102.2, mz.mrna.s55.102.1, mz.mrna.s53.13.2, mz.mrna.s53.13.3, mz.mrna.s53.13.4, mz.mrna.s284.60001.1, mz.mrna.s156.13.1, mz.mrna.s53.13.1, mz.mrna.s45.117.1, mz.mrna.s21.121.7, mz.mrna.s21.121.5, mz.mrna.s21.121.6, mz.mrna.s21.121.3, mz.mrna.s21.121.4, mz.mrna.s21.121.1, mz.mrna.s190.90001.1, mz.mrna.s21.121.2, mz.mrna.s152.9.1, mz.mrna.s360.6.1, mz.mrna.s22.209.1, mz.mrna.s211.2.1, mz.mrna.s4.370001.1, mz.mrna.s3.77.2, mz.mrna.s74.17.1, mz.mrna.s0.187.1, mz.mrna.s87.25.1, mz.mrna.s7.271.2, mz.mrna.s17.114.1, mz.mrna.s7.271.1, mz.mrna.s31.52.2, mz.mrna.s31.52.1, mz.mrna.s87.55.1, mz.mrna.s31.52.3, mz.mrna.s6.160.3, mz.mrna.s6.160.4, mz.mrna.s28.200.2, mz.mrna.s6.160.1, mz.mrna.s25.161.1, mz.mrna.s6.160.2, mz.mrna.s28.200.1, mz.mrna.s0.274.1, mz.mrna.s45.12.6, mz.mrna.s37.52.1, mz.mrna.s45.12.3, mz.mrna.s45.12.2, mz.mrna.s26.148.1, mz.mrna.s22.80.1, mz.mrna.s360.5.1, mz.mrna.s20.43.1, mz.mrna.s62.40.2, mz.mrna.s124.73.1, mz.mrna.s134.63.1, mz.mrna.s32.32.1, mz.mrna.s134.63.2, mz.mrna.s1.222.1, mz.mrna.s0.109.1, mz.mrna.s65.77.1, mz.mrna.s197.36.1, mz.mrna.s53.9.1, mz.mrna.s109.16.2, mz.mrna.s109.16.1, mz.mrna.s4.34.1, mz.mrna.s114.16.4, mz.mrna.s114.16.3, mz.mrna.s53.11.1, mz.mrna.s114.16.2, mz.mrna.s34.680002.1, mz.mrna.s114.16.1, mz.mrna.s45.13.1, mz.mrna.s128.33.1, mz.mrna.s36.143.5, mz.mrna.s49.72.1, mz.mrna.s30.76.3, mz.mrna.s30.76.2, mz.mrna.s30.76.1, mz.mrna.s13.124.1, mz.mrna.s32.33.1, mz.mrna.s245.4.1, mz.mrna.s0.105.1, mz.mrna.s258.12.1, mz.mrna.s11.27.1, mz.mrna.s20.10.3, mz.mrna.s143.32.1, mz.mrna.s20.10.4, mz.mrna.s142.24.1, mz.mrna.s142.24.2, mz.mrna.s21.240003.2, mz.mrna.s64.79.1, mz.mrna.s21.240003.1, mz.mrna.s1.333.1, mz.mrna.s72.54.2, mz.mrna.s72.54.5, mz.mrna.s211.20001.1, mz.mrna.s66.20.1, mz.mrna.s72.54.6, mz.mrna.s103.30.1, mz.mrna.s64.79.2, mz.mrna.s64.79.3	
GO:0070848	response to growth factor	P	1.331255E-2	3.009242E-5	4	128	50	40302	OVER	mz.mrna.s45.12.7, mz.mrna.s45.12.1, mz.mrna.s45.12.5, mz.mrna.s45.12.4	mz.mrna.s70.40.2, mz.mrna.s70.40.1, mz.mrna.s52.580001.1, mz.mrna.s121.23.1, mz.mrna.s33.57.1, mz.mrna.s19.71.1, mz.mrna.s49.75.2, mz.mrna.s49.75.4, mz.mrna.s32.137.1, mz.mrna.s14.1850001.1, mz.mrna.s41.124.1, mz.mrna.s2.14.2, mz.mrna.s1.285.1, mz.mrna.s47.3.1, mz.mrna.s345.9.1, mz.mrna.s32.110.2, mz.mrna.s32.110.1, mz.mrna.s9.171.2, mz.mrna.s62.300001.1, mz.mrna.s72.66.1, mz.mrna.s23.146.1, mz.mrna.s39.70.1, mz.mrna.s9.171.1, mz.mrna.s104.34.1, mz.mrna.s104.34.2, mz.mrna.s21.154.6, mz.mrna.s26.130.1, mz.mrna.s82.5.1, mz.mrna.s26.130.2, mz.mrna.s22.90.1, mz.mrna.s55.102.2, mz.mrna.s55.102.1, mz.mrna.s53.13.2, mz.mrna.s53.13.3, mz.mrna.s53.13.4, mz.mrna.s284.60001.1, mz.mrna.s156.13.1, mz.mrna.s53.13.1, mz.mrna.s45.117.1, mz.mrna.s21.121.7, mz.mrna.s21.121.5, mz.mrna.s21.121.6, mz.mrna.s21.121.3, mz.mrna.s21.121.4, mz.mrna.s21.121.1, mz.mrna.s190.90001.1, mz.mrna.s21.121.2, mz.mrna.s152.9.1, mz.mrna.s360.6.1, mz.mrna.s22.209.1, mz.mrna.s211.2.1, mz.mrna.s4.370001.1, mz.mrna.s3.77.2, mz.mrna.s74.17.1, mz.mrna.s0.187.1, mz.mrna.s87.25.1, mz.mrna.s7.271.2, mz.mrna.s17.114.1, mz.mrna.s7.271.1, mz.mrna.s31.52.2, mz.mrna.s31.52.1, mz.mrna.s87.55.1, mz.mrna.s31.52.3, mz.mrna.s6.160.3, mz.mrna.s6.160.4, mz.mrna.s28.200.2, mz.mrna.s6.160.1, mz.mrna.s25.161.1, mz.mrna.s6.160.2, mz.mrna.s28.200.1, mz.mrna.s0.274.1, mz.mrna.s45.12.6, mz.mrna.s37.52.1, mz.mrna.s45.12.3, mz.mrna.s45.12.2, mz.mrna.s26.148.1, mz.mrna.s22.80.1, mz.mrna.s360.5.1, mz.mrna.s20.43.1, mz.mrna.s62.40.2, mz.mrna.s124.73.1, mz.mrna.s134.63.1, mz.mrna.s32.32.1, mz.mrna.s134.63.2, mz.mrna.s1.222.1, mz.mrna.s0.109.1, mz.mrna.s65.77.1, mz.mrna.s197.36.1, mz.mrna.s53.9.1, mz.mrna.s109.16.2, mz.mrna.s109.16.1, mz.mrna.s4.34.1, mz.mrna.s114.16.4, mz.mrna.s114.16.3, mz.mrna.s53.11.1, mz.mrna.s114.16.2, mz.mrna.s34.680002.1, mz.mrna.s114.16.1, mz.mrna.s45.13.1, mz.mrna.s128.33.1, mz.mrna.s36.143.5, mz.mrna.s49.72.1, mz.mrna.s30.76.3, mz.mrna.s30.76.2, mz.mrna.s30.76.1, mz.mrna.s13.124.1, mz.mrna.s32.33.1, mz.mrna.s245.4.1, mz.mrna.s0.105.1, mz.mrna.s258.12.1, mz.mrna.s11.27.1, mz.mrna.s20.10.3, mz.mrna.s143.32.1, mz.mrna.s20.10.4, mz.mrna.s142.24.1, mz.mrna.s142.24.2, mz.mrna.s21.240003.2, mz.mrna.s64.79.1, mz.mrna.s21.240003.1, mz.mrna.s1.333.1, mz.mrna.s72.54.2, mz.mrna.s72.54.5, mz.mrna.s211.20001.1, mz.mrna.s66.20.1, mz.mrna.s72.54.6, mz.mrna.s103.30.1, mz.mrna.s64.79.2, mz.mrna.s64.79.3	
GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	F	1.530368E-2	3.651513E-5	2	5	52	40425	OVER	mz.mrna.s197.5.1, mz.mrna.s197.4.1	mz.mrna.s26.139.1, mz.mrna.s155.18.1, mz.mrna.s155.18.3, mz.mrna.s134.80.1, mz.mrna.s155.18.2	
GO:0019238	cyclohydrolase activity	F	1.936807E-2	4.864516E-5	2	6	52	40424	OVER	mz.mrna.s242.5.2, mz.mrna.s242.5.1	mz.mrna.s72.7.1, mz.mrna.s7.217.1, mz.mrna.s72.7.2, mz.mrna.s7.217.2, mz.mrna.s72.7.3, mz.mrna.s227.2.2	
GO:0045252	oxoglutarate dehydrogenase complex	C	2.261863E-2	6.249025E-5	2	7	52	40423	OVER	mz.mrna.s197.5.1, mz.mrna.s197.4.1	mz.mrna.s26.139.1, mz.mrna.s155.18.1, mz.mrna.s5.79.1, mz.mrna.s155.18.3, mz.mrna.s134.80.1, mz.mrna.s155.18.2, mz.mrna.s3.428.1	
GO:0045240	dihydrolipoyl dehydrogenase complex	C	2.261863E-2	6.249025E-5	2	7	52	40423	OVER	mz.mrna.s197.5.1, mz.mrna.s197.4.1	mz.mrna.s26.139.1, mz.mrna.s155.18.1, mz.mrna.s5.79.1, mz.mrna.s155.18.3, mz.mrna.s134.80.1, mz.mrna.s155.18.2, mz.mrna.s3.428.1	
GO:0046655	folic acid metabolic process	P	2.5895E-2	7.804596E-5	2	8	52	40422	OVER	mz.mrna.s242.5.2, mz.mrna.s242.5.1	mz.mrna.s72.7.1, mz.mrna.s72.7.2, mz.mrna.s159.5.1, mz.mrna.s45.16.2, mz.mrna.s72.7.3, mz.mrna.s77.51.1, mz.mrna.s77.500001.1, mz.mrna.s45.16.1	
GO:0046656	folic acid biosynthetic process	P	2.5895E-2	7.804596E-5	2	8	52	40422	OVER	mz.mrna.s242.5.2, mz.mrna.s242.5.1	mz.mrna.s72.7.1, mz.mrna.s72.7.2, mz.mrna.s159.5.1, mz.mrna.s45.16.2, mz.mrna.s72.7.3, mz.mrna.s77.51.1, mz.mrna.s77.500001.1, mz.mrna.s45.16.1	
